DataHora,Satelite,Pais,Estado,Municipio,Bioma,DiaSemChuva,Precipitacao,RiscoFogo,Latitude,Longitude,FRP
2024/11/05 18:32:00,AQUA_M-T,Venezuela,Bolívar,Piar,,14,0.0,1.0,7.47389,-62.20729,4.2
2024/11/05 18:32:00,AQUA_M-T,Venezuela,Guárico,Miranda,,0,3.28,0.38,8.72226,-67.60931,11.5
2024/11/05 18:32:00,AQUA_M-T,Venezuela,Bolívar,Cedeño,,5,7.52,0.38,7.68658,-65.43822,89.0
2024/11/05 18:32:00,AQUA_M-T,Colombia,Meta,San Martín,,0,0.4,0.0,3.44884,-72.81866,70.8
2024/11/05 18:32:00,AQUA_M-T,Venezuela,Portuguesa,Turén,,0,0.2,0.82,9.10341,-68.70968,15.3
2024/11/05 18:32:00,AQUA_M-T,Venezuela,Apure,Rómulo Gallegos,,0,0.28,0.0,6.24698,-69.54208,26.0
2024/11/05 19:57:00,AQUA_M-T,Argentina,Mendoza,General Alvear,,0,0.0,1.0,-35.46333,-67.34578,93.4
2024/11/05 19:57:00,AQUA_M-T,Argentina,Mendoza,General Alvear,,0,0.0,1.0,-35.44829,-67.35141,30.0
2024/11/05 19:59:00,AQUA_M-T,Argentina,Mendoza,General Alvear,,0,0.0,1.0,-35.45275,-67.35776,53.4
2024/11/05 19:59:00,AQUA_M-T,Chile,Coquimbo,Choapa,,22,0.0,0.89,-31.98509,-71.4335,54.3
2024/11/05 19:59:00,AQUA_M-T,Chile,Maule,Linares,,0,0.05,0.52,-35.96916,-71.0447,18.3
2024/11/05 20:06:00,AQUA_M-T,Ecuador,Bolivar,Guaranda,,0,10.4,0.0,-1.56069,-78.91232,68.3
2024/11/05 20:06:00,AQUA_M-T,Ecuador,Bolivar,Guaranda,,1,6.94,0.0,-1.20592,-79.02197,76.7
2024/11/05 20:06:00,AQUA_M-T,Ecuador,Bolivar,Guaranda,,0,10.41,0.0,-1.58818,-78.90495,52.8
2024/11/05 20:08:00,AQUA_M-T,Ecuador,Manabi,Sucre,,0,0.0,0.06,-0.16057,-80.22588,24.1
